pair_id,set,severity,architecture,gt_found,gt_scale,gt_rot,n_cands,cand_secs,c0_scale,c0_rot,c0_peak,c1_scale,c1_rot,c1_peak,rank_tight,rank_basin,rank_loose,best_s_err,best_r_err,best_rank,c2_scale,c2_rot,c2_peak
test_A_00000164,A,1,dram_1x,1,11.99816790302831,-2.0406355821226017,3,1.7824554999824613,11.999289394956342,-1.8544973800128983,0.7671965956687927,9.075141619791228,-2.9716183516637225,0.712510883808136,0,0,0,9.347193147288367e-05,0.18613820210970333,0,8.063434449948126,-2.1903898849802315,0.5976536870002747
test_A_00000165,A,2,finfet_22nm,1,8.626496698894453,0.3023622602890485,2,1.5116865999880247,8.630352106456211,0.23503277082807583,0.9283685684204102,11.138285018330388,-0.054692883329127244,0.6405154466629028,0,0,0,0.00044692622003233154,0.06732948946097267,0,,,
test_A_00000166,A,3,finfet_45nm,1,8.301518289046992,2.073774758028417,3,1.761812300013844,8.297795178126664,1.9803887633280057,0.8954956531524658,11.159510159796275,2.0012795858169996,0.588179886341095,0,0,0,0.0004484855409208964,0.09338599470041142,0,11.537928465004347,1.106035767497827,0.5849885940551758
test_A_00000167,A,4,dram_compact,1,9.102333264095748,4.73948287127882,3,2.020836199983023,9.052697987294664,4.75741871323407,0.8711118102073669,10.101589466879362,4.866485576914905,0.8110249638557434,0,0,0,0.0054530278513170456,0.017935841955249998,0,8.77134733103853,4.63118960624632,0.7919483780860901
test_A_00000168,A,1,finfet_14nm,1,8.77024422789681,-1.3762223825867117,3,1.8614255000138655,8.850493165421327,-1.487606364984718,0.9443181157112122,11.879514606666106,-1.3464889508297582,0.8842992782592773,0,0,0,0.009150137150030126,0.11138398239800629,0,10.102426966669471,-1.4512451325105853,0.3124349117279053
test_A_00000169,A,2,dram_legacy,1,8.174443433927662,2.8643900819624912,3,1.7558021000004373,8.164215262082667,2.853462173341185,0.9391065239906311,11.07211151708505,2.8359213500126184,0.8725478649139404,0,0,0,0.0012512377053761525,0.010927908621306326,0,11.683986446981786,2.8753882025018926,0.606316864490509
test_A_00000170,A,3,dram_wide,1,8.197046404117089,4.483446493579455,2,1.1651508000213653,8.195946909579373,4.499482396664144,0.9397459030151367,11.99930592169668,4.407393074189169,0.45301467180252075,0,0,0,0.0001341330137113035,0.016035903084688385,0,,,
test_A_00000171,A,4,finfet_14nm,1,9.107202015238109,-0.4933802915411958,3,1.8774913999950513,9.168082864578954,-0.4404043075028742,0.8585973978042603,9.999162500209893,3.322248129180336,0.4150260090827942,0,0,0,0.006684912582259653,0.0529759840383216,0,10.52754414854617,-1.1377674149945323,0.3797120451927185
test_A_00000172,A,1,finfet_28nm,1,8.833529784674765,0.1137959415522562,3,2.420542999985628,8.846427856043437,0.007490825847283347,0.8480005264282227,10.321913810203442,-0.12899700333024897,0.4813367426395416,0,0,0,0.001460126549983381,0.10630511570497285,0,10.660667556040634,-1.6537554283155278,0.47152626514434814
test_A_00000173,A,2,dram_compact,1,8.450973322021447,1.2572618420244464,2,1.4522690000012517,8.473810954579793,1.2391735975149316,0.9157743453979492,10.54612017854645,1.09495056334483,0.8312603235244751,0,0,0,0.0027023671343081998,0.01808824450951474,0,,,
test_A_00000174,A,3,dram_loose,1,10.011555601455402,2.168714488945688,3,1.4824287999654189,10.028701544790525,2.0438520583214164,0.9348731637001038,11.998876957714375,2.9958591733131446,0.5495895743370056,0,0,0,0.0017126153035229158,0.1248624306242716,0,8.00069407830332,3.145258240841815,0.4632840156555176
test_A_00000175,A,4,finfet_22nm,1,11.58475416400848,4.338100536426516,3,1.6196990000316873,9.669696769372843,4.2567144208434975,0.9134307503700256,11.514251918954463,4.3235277149973355,0.8887777328491211,1,1,1,0.006085778261316392,0.014572821429180927,1,8.00069407830332,4.767304057314422,0.21865621209144592
test_A_00000176,A,1,finfet_45nm,1,11.5240630295205,4.03370384929403,3,2.0503490999690257,11.493742087706039,3.948657115831301,0.9005045890808105,9.624870599166037,3.7825080525004906,0.5843471884727478,0,0,0,0.00263109822783765,0.08504673346272895,0,10.870226591665965,3.3539797766770416,0.5205001831054688
test_A_00000177,A,2,dram_compact,1,10.30129803867729,-1.6742730693035677,3,1.9123667999519967,10.204077528335157,-1.6622814608345249,0.8859559893608093,8.00069407830332,-1.5366344566647039,0.7453317642211914,0,0,0,0.009437695130954236,0.011991608469042792,0,11.99930592169668,-1.9770387641675775,0.577178418636322
test_A_00000178,A,3,finfet_22nm,1,11.89590749691484,-1.5485661029327344,2,1.1372398000094108,11.814498501665124,-1.5670865183444092,0.839287519454956,8.606553370833682,-1.3181073024934806,0.3665958642959595,0,0,0,0.0068434455522479775,0.018520415411674707,0,,,
test_A_00000179,A,4,finfet_7nm,1,8.713373837456736,-1.0829965888824802,3,1.7410010000457987,8.678086189796554,-1.128997003330249,0.7488371729850769,11.908733754792488,-1.685242696666947,0.184703528881073,0,0,0,0.004049825970795435,0.04600041444776881,0,10.197560814373267,-0.9081550566703119,0.1867157220840454
test_A_00000180,A,1,dram_wide,1,10.6581021063332,1.0491550498318558,2,1.3774918999988586,8.546759971454948,1.0634632949934106,0.9282615184783936,10.637767414994533,0.9999999999999999,0.9094541072845459,1,1,1,0.0019079092258445544,0.049155049831855924,1,,,
test_A_00000181,A,2,finfet_28nm,1,9.192534620238856,1.961673787959266,3,1.8847795000183396,9.220780851873613,1.8054692883329126,0.858573853969574,11.904249695519546,2.730129961660077,0.40535932779312134,0,0,0,0.003072735953865027,0.1562044996263534,0,11.363131179581897,3.491747191671574,0.3602663278579712
test_A_00000182,A,3,finfet_14nm,1,8.10162904315497,-3.3978348440592554,3,2.2374077000422403,8.123355547812947,-3.4089170391514547,0.827313244342804,9.615780291047502,-3.7695968141493523,0.5587806701660156,0,0,0,0.0026817451826350283,0.01108219509219932,0,9.32791292082948,-3.521408425824851,0.4684189558029175
test_A_00000183,A,4,dram_compact,1,9.422006345422435,-2.8989940230207734,3,1.888484499999322,9.443236703327445,-3.1932511258500873,0.8127992749214172,11.767479728542243,-0.05883371001598299,0.37852758169174194,0,0,0,0.0022532735732367893,0.29425710282931394,0,10.637706320208212,-2.7463911991716436,0.3902129530906677
test_A_00000184,A,1,finfet_45nm,1,9.9362805582702,4.192290378739724,2,1.3093754000146873,9.93659779979291,4.112735765818682,0.8972412347793579,11.83442963479137,-0.07637453334454947,0.3162999153137207,0,0,0,3.192759311190433e-05,0.07955461292104182,0,,,
test_A_00000185,A,2,finfet_14nm,1,8.012728409238647,-4.269078341819426,3,2.252008499985095,8.006020342540179,-4.359644568326184,0.8709235191345215,11.832237031875296,-3.134417415834104,0.2851671874523163,0,0,0,0.0008371763469150293,0.09056622650675816,0,10.101589466879362,-3.8000488758290576,0.30924245715141296
test_A_00000186,A,3,dram_compact,1,8.064261522452316,-3.987028297438577,3,1.733614899974782,8.001817120588946,-4.031731647496705,0.9105381965637207,11.99930592169668,-3.971618351663723,0.8702757954597473,0,0,0,0.007743350298042065,0.04470335005812798,0,10.637706320208212,-4.0175408233285665,0.9073554277420044
test_A_00000187,A,4,dram_wide,1,10.080355166398595,-4.145233520717296,3,1.6419275000225753,10.105974672711506,-4.256714420843498,0.9267080426216125,11.99930592169668,-4.564469656619839,0.48205360770225525,0,0,0,0.0025415281396343513,0.11148090012620226,0,8.00069407830332,-4.091844943329688,0.5336292386054993
test_A_00000188,A,1,finfet_28nm,1,8.229665892064862,-1.6755131621092048,3,2.062564200023189,8.195946909579373,-1.673122285842236,0.8396924734115601,11.768994779895333,-2.743041200011216,0.46748659014701843,0,0,0,0.0040972480447840675,0.0023908762669686556,0,11.113648782917751,-0.19660112501051508,0.4608094394207001
test_A_00000189,A,2,dram_loose,1,10.52537772263038,1.226926604583486,3,1.9736028999905102,10.638802621666244,1.3235277149973361,0.8235791921615601,11.998850216886785,-0.29618127333277244,0.4587000608444214,-1,0,0,0.010776325755226083,0.09660111041385022,0,9.57920692916912,1.3322981266616194,0.4139059782028198
test_A_00000190,A,3,finfet_22nm,1,10.784570555422349,2.6088915348612964,3,1.8380676000379026,10.989036985419645,2.6885926958273747,0.7246734499931335,11.99930592169668,3.3289481275011914,0.3632781207561493,-1,0,0,0.01895916290282818,0.07970116096607827,0,8.509288015000141,3.641390638345531,0.45529112219810486
test_A_00000191,A,4,dram_wide,1,10.795590349500593,-2.4514166040488705,2,1.2264845000463538,8.568046207707159,-2.450454304984157,0.9366132616996765,10.637767414994533,-2.4863267791677184,0.9059791564941406,-1,1,1,0.014619203711574744,0.034910175118847864,1,,,
test_A_00000192,A,1,dram_wide,1,8.422286107521698,-1.9970587440367948,3,2.1583098000264727,8.409312452914667,-2.054692883329127,0.8647957444190979,11.363648782917751,-1.9081550566703118,0.711181640625,0,0,0,0.0015403958546889175,0.057634139292332076,0,9.806763296672553,-2.239173597514931,0.48635825514793396
test_A_00000193,A,2,dram_wide,1,11.206987554160998,3.133670728767248,3,1.9322841999819502,11.199494615621408,2.519093633336137,0.8535397052764893,8.989356881873897,3.4109874524948824,0.4891986846923828,-1,0,0,0.0006685952405477666,0.6145770954311107,0,9.859781180421466,2.7507764050037853,0.39745762944221497
test_A_00000194,A,3,dram_1x,1,11.53217012792192,-4.066606632264696,3,2.0273231000173837,11.494259691041895,-3.9999999999999996,0.7418510317802429,8.483814279797397,-3.968268352503295,0.7874352931976318,0,0,0,0.0032873636496426714,0.06660663226469632,0,10.204077528335157,-4.058042882489556,0.18749529123306274
test_A_00000195,A,4,finfet_28nm,1,8.9091467432943,-4.3011723035285465,3,2.221091300016269,8.935760300002801,-4.300566479164914,0.8109301924705505,9.88274241625389,-0.827150938348335,0.3441561460494995,0,0,0,0.0029872172358741574,0.0006058243636326566,0,10.204915028125264,-1.5629456916575535,0.3300129473209381
test_A_00000196,A,1,finfet_45nm,1,9.589298687100465,3.670472888424385,3,1.9372059000306763,11.487681882293684,3.626408986650964,0.9281904697418213,9.577075421039371,3.665631459994953,0.9469489455223083,1,1,1,0.0012746777903097802,0.004841428429431804,1,8.00069407830332,3.9791091775110066,0.2225780189037323
test_A_00000197,A,2,dram_compact,1,10.88120957896438,-1.3382948388359472,2,1.3619592000031844,10.836302341253191,-1.3991114208154578,0.9237557649612427,8.666149063330812,-1.372800185822608,0.9302548170089722,0,0,0,0.004127044643823844,0.060816581979510564,0,,,
test_A_00000198,A,3,finfet_22nm,1,11.238367771491165,-1.4335119728117265,3,1.864144999999553,11.233098969579935,-1.4316338958385912,0.7092742919921875,9.524316338958387,-1.370485393333894,0.7433527708053589,0,0,0,0.0004688226990217835,0.0018780769731352454,0,8.00069407830332,-1.2755348299890645,0.43014994263648987
test_A_00000199,A,4,finfet_22nm,1,11.43726745536714,4.651540600548096,3,1.5222721999743953,11.421828277502591,4.589012547505116,0.8885296583175659,8.00069407830332,4.634935019169961,0.8909593820571899,0,0,0,0.0013499009203726822,0.06252805304298015,0,9.311209597291018,4.549150281252629,0.2832071781158447
test_A_00000200,A,1,dram_wide,1,10.078867790927116,3.09263354350162,2,1.2157817999832332,10.043212265412915,3.033802060840133,0.9202864766120911,11.99930592169668,3.0972653558335432,0.7298820614814758,0,0,0,0.003537651872594059,0.058831482661486856,0,,,
test_A_00000201,A,2,finfet_45nm,1,10.69868196989738,4.030738613441228,3,1.8798182999598794,10.674020880418663,4.051342884168699,0.8565316796302795,8.954077528335157,4.118947005848965,0.6026139259338379,0,0,0,0.0023050586556461923,0.020604270727471174,0,11.762835721042174,3.866862169982896,0.46794503927230835
test_A_00000202,A,3,dram_legacy,1,11.238249989178842,-4.457723954884246,3,1.934417900047265,11.214203043125405,-4.513673220832282,0.8361172080039978,10.74129068312204,-4.141512827918174,0.5242712497711182,0,0,0,0.0021397411586849546,0.055949265948036064,0,9.898090636666385,-4.995507830857498,0.44693008065223694
test_A_00000203,A,4,dram_1x,1,8.990874696950431,4.57543916074968,2,1.1743874999810942,9.010125514790245,4.4235032770828075,0.8666390180587769,11.418600467914809,4.405962453754242,0.3669165372848511,0,0,0,0.0021411507210019045,0.15193588366687205,0,,,
test_A_00000204,A,1,finfet_22nm,1,11.395068774800226,2.7493783903976805,3,1.9464414000394754,11.381707209582176,2.760826402485069,0.7803117036819458,8.405444850418384,2.8372009358296184,0.5904719233512878,0,0,0,0.00117257433738342,0.011448012087388548,0,11.670054424481576,2.733235581675219,0.6738736629486084
test_A_00000205,A,2,dram_wide,1,10.129011104242776,-3.19494695602606,3,1.9205708999652416,10.101071863543506,-3.2853404483250612,0.8174073100090027,9.903313342288632,-2.950727529174728,0.7959248423576355,0,0,0,0.002758338441110724,0.09039349229900129,0,11.283025655836347,-3.0196112366719943,0.7441853284835815
test_A_00000206,A,3,finfet_28nm,1,11.42909453109544,-0.097197521762907,3,1.8450106999953277,11.381448407914249,-0.2283327725072203,0.7816960215568542,8.357070974169542,-0.17284906165166503,0.6899533271789551,0,0,0,0.004168844964188519,0.13113525074431331,0,9.708980337503153,-0.07844494668797738,0.25566184520721436
test_A_00000207,A,4,finfet_45nm,1,9.556271112681408,3.605084297020424,3,1.535285699996166,9.582754635211153,3.5946773391542592,0.7956805229187012,11.830562032295083,3.699433520835086,0.7120064496994019,0,0,0,0.0027713239000304556,0.010406957866164745,0,8.269093633336137,3.6731222858422363,0.22346413135528564
test_A_00000208,A,1,finfet_10nm,1,11.187231373653676,0.0723643095662405,2,1.2884740000008605,11.236326779167717,0.015470409985138628,0.9602192640304565,8.122000444686984,0.06011329583298286,0.31954890489578247,0,0,0,0.0043885215094114135,0.05689389958110187,0,,,
test_A_00000209,A,2,finfet_22nm,1,11.821189756722845,-4.296934060354383,3,1.3920003999955952,11.905444850418384,-4.343138951669331,0.7802391648292542,10.035020551870812,-4.810645321691483,0.4905987083911896,0,0,0,0.007127463092081932,0.04620489131494754,0,8.129773408334035,-4.695141659530302,0.17625722289085388
test_A_00000210,A,3,dram_dense,1,11.733163406936656,-1.8718763816369963,3,1.8023449999745935,8.001817120588946,-1.9824591766714335,0.8259754776954651,11.71691324937733,-1.7017483133237996,0.794489860534668,1,1,1,0.0013849766679052374,0.1701280683131967,1,8.929243586040913,-1.983738762488433,0.7772590517997742
test_A_00000211,A,4,dram_1x,1,8.85245293718849,-2.224143870612544,1,0.7079339000047185,8.928147284582877,-2.035081646657133,0.9473068118095398,,,,0,0,0,0.008550663633172353,0.18906222395541095,0,,,
test_A_00000212,A,1,dram_loose,1,8.033631930722738,-4.572479231053688,3,1.7686125000473112,8.004827291859035,-4.613253369154539,0.8473191261291504,10.253547706042035,-4.853857587104399,0.5872763991355896,0,0,0,0.0035855064200222895,0.04077413810085151,0,10.672924578960629,-4.434983894999019,0.5424284338951111
test_A_00000213,A,2,dram_loose,1,8.701026646487911,-3.2006857627493424,3,1.4542732000118122,8.69459180645341,-3.2675552458512085,0.9466753602027893,11.906343444994812,-4.831843415328555,0.76167231798172,0,0,0,0.0007395495147803604,0.06686948310186613,0,11.158733754792491,-3.5268288383287065,0.6680637001991272
test_A_00000214,A,3,dram_wide,1,9.85689388543596,2.72629074361624,2,1.1662197000114247,9.819918914168978,2.8501121741807567,0.9020707011222839,8.066277059859948,1.7345151674922188,0.39653828740119934,0,0,0,0.003751178788848945,0.12382143056451689,0,,,
test_A_00000215,A,4,dram_compact,1,9.97665306094374,2.5813058326563336,3,1.8994049999746494,10.00031989645425,2.6470554299946722,0.8747624754905701,10.86667888562393,3.2319271508129344,0.49818316102027893,0,0,0,0.002372221963211398,0.06574959733833863,0,9.184922800212696,1.4380895150141604,0.47003310918807983
test_A_00000216,A,1,dram_wide,1,10.144227751220075,4.7445597056364885,3,1.6864000000059605,10.143964232502173,4.723243274284507,0.8187680244445801,11.110618680211577,4.410743073349598,0.5337219834327698,0,0,0,2.5977208355861416e-05,0.021316431351981358,0,11.495036096045677,4.799258048302629,0.4969395399093628
test_A_00000217,A,2,dram_compact,1,8.287019282226513,-0.943201382576337,2,1.0831903999787755,8.269413529790384,-0.9540775283351559,0.9285894632339478,11.11145618000168,-0.9169254683345951,0.8482407927513123,0,0,0,0.002124497583092244,0.0108761457588189,0,,,
test_A_00000218,A,3,finfet_14nm,1,10.189978465088288,-2.6646122368430403,3,1.301293500000611,10.06804620770716,-2.641390638345531,0.8669517636299133,11.99930592169668,-2.5954681666806865,0.5497629046440125,-1,0,0,0.011965899417636382,0.023221598497509266,0,8.558438296252769,-2.7791580533400633,0.22275912761688232
test_A_00000219,A,4,dram_1x,1,10.042476895676652,-0.3733897502814454,3,1.6144478000351228,10.01586582374835,-0.16072865082695406,0.8700493574142456,11.995877000531538,0.19246029832365952,0.4719330370426178,0,0,0,0.002649851446485139,0.21266109945449133,0,8.548115074580915,-1.1803398874989486,0.4255630373954773
test_A_00000220,A,1,finfet_45nm,1,9.36626383803416,1.839677247304282,2,1.0672194000217132,11.240194381664,1.7190447575070802,0.8815732598304749,9.432791292082948,1.731165168331791,0.901342511177063,1,1,1,0.007102880636208055,0.10851207897249093,1,,,
test_A_00000221,A,2,finfet_28nm,1,10.992813349509625,4.219756765776673,3,2.166691599995829,11.068563811043015,4.134417415834104,0.7702597379684448,9.212786845213117,4.226262359163792,0.8231565952301025,0,0,0,0.0068909076434714054,0.08533934994256853,0,9.212269241877259,4.22961235832422,0.8231448531150818
test_A_00000222,A,3,dram_legacy,1,10.74074356581974,-3.8454576912364615,3,1.617851499991957,10.637767414994533,-3.9006642308230286,0.9120455980300903,10.752969007919855,-3.93781629082359,0.9289336204528809,0,0,0,0.001138230516835033,0.09235859958712833,1,8.066277059859948,-3.336438953348475,0.5808814764022827
test_A_00000223,A,4,dram_wide,1,11.599136274649378,4.511207252077778,2,1.2410493000061251,11.587139841043296,4.60423857834497,0.9418796300888062,9.381128511459998,3.8021192891724853,0.3339480757713318,0,0,0,0.001034252320347458,0.0930313262671918,0,,,
test_A_00000224,A,1,dram_loose,1,11.846786612252243,-0.477094725315391,3,1.859463099972345,11.803276685416842,-0.42182827750259366,0.8380734324455261,11.801403978955022,-0.40325224750231337,0.8380153775215149,0,0,0,0.0036727197221905305,0.055266447812797326,0,10.524895037080565,-2.104756181680827,0.514015793800354
test_A_00000225,A,2,finfet_28nm,1,11.004149394880738,-3.67805779945943,3,1.6670840000151657,10.989356881873894,-3.633899812498248,0.7233530282974243,9.145898033750315,-3.591327339993831,0.5446948409080505,0,0,0,0.0013442668284497925,0.04415798696118234,0,8.379255804998177,-3.916925468334595,0.34997037053108215
test_A_00000226,A,3,finfet_10nm,1,10.493398324189208,4.397589358685998,3,1.8980478000012226,10.537669663336418,4.353188949150613,0.710381805896759,8.863070084795575,4.457945130831441,0.6732057929039001,0,0,0,0.004218970611756583,0.0444004095353856,0,8.827075421039371,4.3531889491506135,0.6660342216491699
test_A_00000227,A,4,dram_compact,1,9.844480832037572,2.9301646079728174,3,1.6814494999707676,9.81991891416898,2.896034645845601,0.8622660636901855,8.00069407830332,2.807539701676341,0.2345753163099289,0,0,0,0.0024949937216250688,0.034129962127216196,0,11.763673220832283,2.8797734083340347,0.14671722054481506
test_A_00000228,A,1,finfet_28nm,1,8.352330647226042,3.4180751368053848,2,1.2273591999546625,8.33255692832955,3.5157436341757093,0.9199836254119873,11.99698982872991,3.012120410824711,0.32610803842544556,0,0,0,0.0023674492464038997,0.09766849737032457,0,,,
test_A_00000229,A,2,finfet_7nm,1,10.551611558847746,-2.106550413989404,3,1.6052379000466317,10.530635346038672,-2.007490825847283,0.8540589809417725,11.99930592169668,-1.8315361441804765,0.5882335305213928,0,0,0,0.0019879629469003223,0.09905958814212124,0,8.00069407830332,-2.074304120001121,0.4460177719593048
test_A_00000230,A,3,dram_legacy,1,11.531053080542168,0.5720847625598076,3,1.7309803999960423,8.55540819354659,0.5399844558251315,0.8776650428771973,11.525153838748494,0.4272486900064494,0.839598536491394,1,1,1,0.0005115961007610695,0.14483607255335817,1,10.417184270002522,0.30933689082919746,0.27081921696662903
test_A_00000231,A,4,finfet_28nm,1,9.123238380866024,1.824167447722048,3,1.4552708999835886,9.225363764587364,1.8183805266840516,0.8601062297821045,11.914892813645649,2.6555814625136698,0.42603763937950134,-1,0,0,0.011193983918640718,0.005786921037996384,0,10.4535599249993,-0.14988782581924304,0.38920602202415466
test_A_00000232,A,1,finfet_22nm,1,10.46248410841547,-2.523404759654041,1,0.7548238000017591,10.465558146251368,-2.661246254162811,0.9164583683013916,,,,0,0,0,0.0002938152931984074,0.1378414945087698,0,,,
test_A_00000233,A,2,dram_dense,1,8.643127374631899,3.0476720479573043,2,1.0878884000121616,8.619708988330109,2.9803887633280057,0.8645686507225037,11.292633567290737,3.614288575826253,0.3756163418292999,0,0,0,0.00270948064129246,0.06728328462929856,0,,,
test_A_00000234,A,3,finfet_22nm,1,11.579195448469209,4.474596724384695,3,1.7211428000009619,11.628677106875998,4.271149624156923,0.8521216511726379,9.46994335208351,4.010049997481284,0.7767549753189087,0,0,0,0.004273324396932113,0.20344710022777246,0,11.76486837573112,4.438333894159446,0.7887306809425354
test_A_00000235,A,4,finfet_14nm,1,11.163186257018603,4.005012934663691,3,1.4990162999602035,8.302500280413057,3.9695479383202947,0.855992317199707,11.236326779167717,4.021681650015422,0.85079026222229,1,1,1,0.006551939604441182,0.016668715351730867,1,9.614486282707862,3.831780523325763,0.23415417969226837
test_A_00000236,A,1,finfet_45nm,1,10.369947158479432,0.8797072644950337,2,1.1368133000214584,10.382224812918034,0.8534621733411845,0.8099830150604248,8.550825280832841,1.222912360003365,0.5885606408119202,0,0,0,0.001183964995285701,0.02624509115384921,0,,,
test_A_00000237,A,2,finfet_14nm,1,10.234708313109271,1.466279807825127,2,0.9385688999900594,10.303535487084769,1.4140930725100245,0.9359933733940125,11.904249695519546,1.5846273416729757,0.2882970869541168,0,0,0,0.006724878899317482,0.05218673531510243,0,,,
test_A_00000238,A,3,finfet_7nm,1,10.565877399237383,0.7688953484590613,2,1.1965534000191838,10.577075421039371,0.7933488775082016,0.7993630170822144,8.848620458959509,1.0054204125038555,0.5368714332580566,0,0,0,0.0010598288602890922,0.024453529049140332,0,,,
test_A_00000239,A,4,dram_compact,1,9.36662007510261,-3.7722864678162527,1,0.6188799999654293,9.346427856043436,-3.733235581675219,0.9069548845291138,,,,0,0,0,0.002155763647641374,0.03905088614103347,0,,,
test_A_00000240,A,1,finfet_45nm,1,10.373032414498576,-0.8459967956220229,3,1.4829835999989882,10.30875819270702,-0.9344662916631615,0.9058562517166138,11.99930592169668,-0.7966988766686295,0.8039683103561401,0,0,0,0.006196280819649189,0.08846949604113863,0,8.00069407830332,-0.1813750941706624,0.24985933303833008
test_A_00000241,A,2,finfet_14nm,1,11.997950831383903,-1.0408935024617016,3,1.762145699991379,11.965633663560332,-0.8797734083340343,0.8043497204780579,10.002451404583997,-1.7345151674922188,0.4557597041130066,0,0,0,0.0026935572813848035,0.16112009412766737,0,9.717233145831578,-0.2492235949962146,0.43176496028900146
test_A_00000242,A,3,dram_wide,1,8.996019805786027,1.012938632668594,3,1.7226457000360824,9.014708427503994,0.8534621733411847,0.8262253999710083,9.81037209750091,1.5397400766798457,0.5429129600524902,0,0,0,0.002077432255756801,0.1594764593274094,0,10.870226591665965,0.03380206084013321,0.47933557629585266
test_A_00000243,A,4,finfet_22nm,1,10.737960322361968,-0.2707091905769889,2,1.030713799991645,10.734651779587505,-0.11687659250553792,0.91484534740448,8.04559706629715,0.3134777175160531,0.2877533435821533,0,0,0,0.0003081165021230579,0.15383259807145097,0,,,
test_A_00000244,A,1,finfet_10nm,1,8.292695643115946,2.809708130497084,3,1.3779789000400342,8.286634456664704,2.8885438199983176,0.9058449268341064,9.975683661041614,2.452524718327585,0.6759730577468872,0,0,0,0.0007309066571464446,0.07883568950123365,0,11.99930592169668,2.5508252808328424,0.31993788480758667
test_A_00000245,A,2,finfet_45nm,1,8.495389024133946,-2.810428587852667,3,1.5695263000088744,8.311788295413198,-2.7169743441636522,0.8587104678153992,11.904249695519544,-3.4370543083424465,0.2653981149196625,-1,-1,0,0.0216118094414711,0.09345424368901467,0,10.165250468754381,-3.1215061774829653,0.3276442885398865
test_A_00000246,A,3,dram_1x,1,9.132117980226337,1.4112245419667468,3,1.7205215999856591,9.207107631041334,1.2492235949962145,0.8043968081474304,10.313661001875015,1.5812773425125477,0.42796868085861206,0,0,0,0.008211638414809265,0.16200094697053236,0,11.112293679791788,0.197880710827515,0.4148557484149933
test_A_00000247,A,4,finfet_14nm,1,10.739826771710238,2.2609228386804725,2,1.1365156000247225,10.711431742087154,1.3093368908291971,0.8408929705619812,8.00069407830332,2.2053715366747983,0.43849101662635803,-1,0,0,0.0026439001509670026,0.9515859478512754,0,,,
test_A_00000248,A,1,finfet_14nm,1,9.073640793534857,-0.910595794708609,3,1.6374289000523277,9.060113295832982,-0.9352571191895896,0.8824924826622009,8.00069407830332,-1.0634632949934106,0.40519797801971436,0,0,0,0.001490856648360251,0.024661324480980684,0,10.75683661041614,-0.1630434433156679,0.15504084527492523
test_A_00000249,A,2,dram_legacy,1,9.7711802627854,-4.114057810950492,3,1.6026163000497036,9.570756413959085,-4.196601125010515,0.7944173216819763,10.82952682562337,-4.148608240002243,0.25160160660743713,-1,-1,0,0.02051173383727765,0.08254331406002269,0,11.99930592169668,-4.045922471664844,0.13803647458553314
test_A_00000250,A,3,dram_dense,1,8.33942140971932,4.899171275796839,2,1.040234700019937,8.33385093666919,4.8538575871043985,0.8901128768920898,11.236326779167717,4.934732706462231,0.8756861090660095,0,0,0,0.0006679687686290998,0.045313688692440124,0,,,
test_A_00000251,A,4,dram_compact,1,9.372160140304905,2.330451035854436,2,0.9087730000028387,9.405505945204705,2.1891102991632314,0.916661262512207,11.851970458119935,2.6589314616740976,0.7566438913345337,0,0,0,0.0035579636285126394,0.1413407366912045,0,,,
test_A_00000252,A,1,finfet_22nm,1,9.259066481727611,-3.673154889099197,3,1.661613100033719,9.257613015419926,-3.7561968175076412,0.8516497015953064,11.76612462541628,-4.079724532504977,0.2831037938594818,0,0,0,0.00015697762950010768,0.08304192840844404,0,8.329945575518424,-3.2502588016679286,0.3706589937210083
test_A_00000253,A,2,finfet_7nm,1,8.345903781161379,-0.7601201534208037,3,1.808958400040865,8.33255692832955,-0.893964232502173,0.8927018046379089,9.70852382895362,1.1114561800016824,0.37597155570983887,0,0,0,0.0015992100055065913,0.1338440790813693,0,11.998876957714375,-0.7487059916603576,0.2578452229499817
test_A_00000254,A,3,finfet_7nm,1,9.847115650740497,2.447681194189145,2,0.8026394000044093,9.804053090420627,2.316827716676481,0.8962934017181396,11.998876957714375,2.0634632949934106,0.2401299774646759,0,0,0,0.004373114102364713,0.13085347751266418,0,,,
test_A_00000255,A,4,dram_compact,1,11.146020536337604,-2.770738575631687,1,0.576261899957899,11.236326779167717,-2.7925580499817744,0.8955464363098145,,,,0,0,0,0.008102106266151423,0.021819474350087464,0,,,
test_A_00000256,A,1,finfet_14nm,1,9.312917805910908,-1.064757861614404,3,1.8522027999861166,9.346427856043436,-1.0776541191615494,0.8924188613891602,11.7704487364621,-1.8067488741499125,0.5161928534507751,0,0,0,0.0035982332101393982,0.012896257547145407,0,10.420214372708703,-0.22291236000336476,0.5002073049545288
test_A_00000257,A,2,finfet_7nm,1,10.940819060741546,4.7909524072923695,3,1.5961867000441998,10.999482396664142,4.99722368678672,0.7714653611183167,8.264967229171923,4.748554957042429,0.40770024061203003,0,0,0,0.005361877899351675,0.20627127949435042,0,9.34397645145944,4.975572489295863,0.27004751563072205
test_A_00000258,A,3,finfet_28nm,1,9.710693610255603,-0.974789670184628,3,1.3958760000532493,9.804053090420627,-1.1127357658186823,0.8273510932922363,11.383899812498248,-0.4153726583270244,0.4547351598739624,0,0,0,0.009614089776905886,0.13794609563405424,0,8.00069407830332,-0.9811795908544336,0.47894203662872314
