pair_id,set,severity,architecture,source_group,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,secs,pre_x,pre_y,refiner_secs
p124,B,3,dram_compact,9121234946,1,617.547,909.927,9.0,2.0,618.6295368662104,910.5665127113461,8.982521459306524,1.8648637085047528,0.6892256736755371,3.654700667015277,618.4076601490378,910.5665127113461,0.011079541000071913
p125,B,4,dram_dense,9121242865,1,275.329,627.773,9.0,0.0,275.69626826490276,628.1386838704348,8.99886214604987,-0.1744565164973502,0.47278857231140137,6.218904457986355,275.69346982240677,628.1386838704348,0.011869124980876222
p126,B,4,finfet_14nm,9121250784,1,520.804,221.56,11.0,-2.0,522.0407319087535,222.1122216284275,10.989693969037024,-2.244582472000673,0.3694669306278229,3.5091866249858867,522.009479707107,222.1122216284275,0.010378334001870826
p127,B,3,dram_compact,9121258703,1,712.844,692.47,8.0,4.0,715.6939597576857,693.0418683700264,8.037565243270931,4.155417527999327,0.6569399237632751,4.791783041000599,714.3351396918297,693.0418683700264,0.003925583994714543
p128,B,1,dram_compact,9121266622,1,682.487,700.151,8.55,-0.13,682.3087009824812,700.763390108943,8.615192268407357,-0.11408730350096749,0.9016432762145996,2.914262166013941,682.6727584302425,700.763390108943,0.011420166993048042
p129,B,4,dram_compact,9121274541,1,610.47,908.512,9.0,-2.0,611.301777979359,909.0126269189641,9.11737837125347,-1.9219806739988219,0.4575101137161255,5.538246125011938,610.2211212366819,909.0126269189641,0.010915541992289945
p130,B,2,finfet_45nm,9121282460,1,744.232,364.482,11.27,0.22,745.7545196339488,364.9822663515806,11.273413027033838,0.011145618000168167,0.7330607771873474,2.7073196659912355,745.2583813369274,364.9822663515806,0.010254291002638638
p131,B,2,dram_loose,9121290379,1,505.038,909.979,10.23,-1.74,504.85409785062075,910.5342992953956,10.2662543147007,-2.208514494500883,0.8535493016242981,2.531103583984077,505.344694301486,910.5342992953956,0.00928433399531059
p132,B,1,finfet_45nm,9121298298,1,256.505,817.939,10.26,3.87,257.3868254646659,818.4910737955943,10.273405365124674,3.7193495504995373,0.7862756252288818,2.3316879579797387,256.6082575470209,818.4910737955943,0.009533250005915761
p133,B,2,finfet_10nm,9121306217,1,719.529,89.976,11.13,3.1,719.6368589103222,90.46301594004035,11.136359447854922,2.9337474160020194,0.7654603123664856,2.4385265419841744,719.7205082476139,90.46301594004035,0.010067584022181109
p134,B,2,dram_loose,9121314136,1,523.195,256.888,9.5,4.19,523.9635473489761,257.4329681545496,9.50941489591134,4.458980337503155,0.7579818367958069,2.346056749986019,524.3205763250589,257.4329681545496,0.010581459006061777
p135,B,2,dram_dense,9121322055,1,662.26,720.174,11.75,-3.83,663.3433353193104,720.6763839572668,11.76595744795567,-4.165942021996467,0.7520525455474854,5.175287416001083,662.5891527533531,720.6763839572668,0.010666624992154539
p136,B,3,finfet_14nm,9121329974,1,507.9,204.857,11.0,2.0,508.22041772678494,205.38665279746056,11.114636820350938,2.1226017980018503,0.5278924107551575,4.959912333986722,507.5223594792187,205.38665279746056,0.010077082988573238
p137,B,4,finfet_45nm,9121337893,1,214.374,466.317,12.0,2.0,214.35439994186163,466.6593934893608,12.0,1.5934955049953734,0.47670796513557434,6.118117250007344,214.28971682488918,466.6593934893608,0.01004112500231713
p138,B,4,dram_1x,9121345812,1,372.747,740.749,11.5,2.0,372.4678819756955,741.4057016298175,11.481534787994292,1.9698153935018088,0.5316832661628723,5.6444559170049615,372.45517330244184,741.4057016298175,0.010647290997439995
p139,B,1,finfet_45nm,9121353731,1,355.283,859.388,8.18,4.25,355.828911870718,859.9507393240929,8.204677040769036,4.280650449500462,0.8458806872367859,2.387040166009683,355.7288658320904,859.9507393240929,0.011640374985290691
p140,B,3,dram_1x,9121361650,1,818.118,839.903,10.0,-4.0,818.7807441167533,840.4263351336122,10.011099033699942,-4.2455874717488005,0.5707062482833862,5.27001162499073,818.7405310422182,840.4263351336122,0.0032026249973569065
p141,C,2,finfet_45nm,9121369569,0,0.0,0.0,0.0,0.0,539.9437117874622,507.4493797942996,10.145434023591633,-0.012387866006224824,0.011379166506230831,4.251447290997021,539.9437117874622,507.4493797942996,4.5899651013314724e-07
p142,C,0,finfet_10nm,9121377488,0,0.0,0.0,0.0,0.0,589.2558170258999,117.89662439376116,9.336530689631434,0.17832988800269192,0.022838786244392395,5.135950291994959,589.2558170258999,117.89662439376116,4.5899651013314724e-07
p143,C,0,finfet_14nm,9121385407,0,0.0,0.0,0.0,0.0,277.0536602512002,937.3535252213478,11.649805198665097,-2.4636214604986963,0.02804446965456009,5.0004900000058115,277.0536602512002,937.3535252213478,2.0800507627427578e-07
p144,C,1,finfet_45nm,9121393326,0,0.0,0.0,0.0,0.0,33.18637688698723,132.75538399353547,8.707970043506004,3.1003105620015137,0.0,5.598927291983273,33.18637688698723,132.75538399353547,4.169996827840805e-07
p145,C,1,finfet_28nm,9121401245,0,0.0,0.0,0.0,0.0,137.1187548339367,574.44384136796,8.313177840013434,-0.3789510120057202,0.06286104768514633,7.926272875018185,137.1187548339367,574.44384136796,4.580069798976183e-07
p146,C,0,dram_wide,9121409164,0,0.0,0.0,0.0,0.0,721.5402167439461,80.62297566235065,9.484739153169341,0.6990683139954575,0.04153000935912132,4.577682166011073,721.5402167439461,80.62297566235065,3.7500285543501377e-07
p147,C,2,finfet_10nm,9121417083,0,0.0,0.0,0.0,0.0,74.41885497421026,92.54912083595991,8.616103564738479,-1.5009316860045425,0.029215432703495026,3.8108246669871733,74.41885497421026,92.54912083595991,3.7500285543501377e-07
p148,C,0,dram_legacy,9121425002,0,0.0,0.0,0.0,0.0,200.00094893027563,162.4017145037651,10.90698283737722,1.2498447189992428,0.026085687801241875,5.904634917009389,200.00094893027563,162.4017145037651,2.910092007368803e-07
p149,C,2,finfet_22nm,9121432921,0,0.0,0.0,0.0,0.0,31.430476132155476,276.10610690330464,11.691388836478886,3.2202812365040794,0.0,4.5798383750079665,31.430476132155476,276.10610690330464,2.500019036233425e-07
p150,C,1,finfet_14nm,9121440840,0,0.0,0.0,0.0,0.0,944.2624996020044,992.3823010056425,11.851643484694822,-2.4891649440013457,0.0,5.549525750015164,944.2624996020044,992.3823010056425,2.500019036233425e-07
p151,C,2,dram_compact,9121448759,0,0.0,0.0,0.0,0.0,692.7878375202417,353.8231186270714,11.386458114986144,-0.043961347997644756,0.07214335352182388,4.91228391599725,694.3297340273857,353.8231186270714,3.7497375160455704e-07
p152,C,1,finfet_28nm,9121456678,0,0.0,0.0,0.0,0.0,658.2650389671326,300.0371609404683,11.906011961573338,3.866873708001009,0.06422366946935654,4.94728854202549,658.2650389671326,300.0371609404683,2.499727997928858e-07
p153,C,0,dram_wide,9121464597,0,0.0,0.0,0.0,0.0,486.92610812187195,556.0482929050922,11.628262379212492,1.694427190999916,0.04575510695576668,5.087008208007319,486.92610812187195,556.0482929050922,4.169996827840805e-07
p154,C,1,dram_legacy,9121472516,0,0.0,0.0,0.0,0.0,857.4809376597404,500.3689889907837,10.839516261237511,-1.4701259555033228,0.014467413537204266,5.604096833994845,857.4809376597404,500.3689889907837,4.169996827840805e-07
p155,C,0,dram_1x,9121480435,0,0.0,0.0,0.0,0.0,868.5869209393859,717.5,10.393723156359675,-4.333747416002018,0.06306447833776474,3.643560875003459,868.5869209393859,717.5,2.500019036233425e-07
p156,C,2,dram_1x,9121488354,0,0.0,0.0,0.0,0.0,647.5971016809344,507.079136967659,12.0,0.22229123600033665,0.01400543749332428,5.601319749985123,647.5971016809344,507.079136967659,4.169996827840805e-07
p157,C,0,dram_compact,9121496273,0,0.0,0.0,0.0,0.0,813.0226094387472,954.0,11.860005231122493,0.16130089900092515,0.0305902361869812,5.120557417016244,813.0226094387472,954.0,2.9199873097240925e-07
p158,C,1,finfet_22nm,9121504192,0,0.0,0.0,0.0,0.0,143.12021616846323,948.0656084269285,11.638322658769207,-3.83080573050122,0.09112052619457245,5.2518449159979355,143.12021616846323,948.0656084269285,2.500019036233425e-07
p159,C,2,finfet_7nm,9121512111,0,0.0,0.0,0.0,0.0,1004.7346563502307,926.951674935229,11.708888238535804,4.988854381999832,0.0,2.049997499998426,1004.7346563502307,926.951674935229,5.00003807246685e-07
p160,C,1,finfet_14nm,9121520030,0,0.0,0.0,0.0,0.0,952.0,416.06824704259634,10.120893502711777,-4.299689437998485,0.0398910753428936,5.147711083991453,952.0,416.06824704259634,4.1601015254855156e-07
p161,C,2,dram_wide,9121527949,0,0.0,0.0,0.0,0.0,359.50747813796625,84.32198363542557,8.872228258248676,-1.7495341569977292,0.050078973174095154,4.305890582996653,359.50747813796625,84.32198363542557,2.500019036233425e-07
p162,C,2,finfet_28nm,9121535868,0,0.0,0.0,0.0,0.0,925.6116001101957,995.30461773723,11.885873876248844,-3.5108350559986543,0.0,5.919326665985864,925.6116001101957,995.30461773723,3.3300602808594704e-07
p163,C,0,dram_wide,9121543787,0,0.0,0.0,0.0,0.0,192.70223711431026,248.45893216133118,11.796257547712198,-0.05371809050458457,0.05588049441576004,6.000530791003257,192.70223711431026,248.45893216133118,3.3300602808594704e-07
p164,C,2,dram_1x,9121551706,0,0.0,0.0,0.0,0.0,942.1769304366808,992.5264921684203,11.698294835580553,-3.5679520214927236,0.0,5.095500041992636,942.1769304366808,992.5264921684203,5.00003807246685e-07
p165,C,1,finfet_22nm,9121559625,0,0.0,0.0,0.0,0.0,672.7368548512459,433.7514086961746,11.641284505549491,-1.4911749434976025,0.01956980489194393,5.24893658401561,672.7368548512459,433.7514086961746,4.169996827840805e-07
p166,C,2,finfet_10nm,9121567544,0,0.0,0.0,0.0,0.0,390.50755777955055,606.2651145160198,11.231633455125516,-3.710213931995626,0.030682258307933807,5.565317290980602,390.50755777955055,606.2651145160198,3.3300602808594704e-07
p167,C,1,finfet_10nm,9121575463,0,0.0,0.0,0.0,0.0,394.7632296383381,683.547724109143,12.0,0.9547964039962987,0.030027657747268677,5.4618629579781555,399.5389330089092,683.547724109143,4.169996827840805e-07
p168,C,1,finfet_22nm,9121583382,0,0.0,0.0,0.0,0.0,806.0,101.7432881295681,12.0,-1.83080573050122,0.025865551084280014,4.8780742919771,806.0,101.7432881295681,4.169996827840805e-07
p169,C,2,finfet_22nm,9121591301,0,0.0,0.0,0.0,0.0,840.1226532459259,329.4855685532093,12.0,-1.3547964039962987,0.05608449503779411,5.178054874995723,840.1226532459259,329.4855685532093,1.659791450947523e-07
p170,C,2,finfet_22nm,9121599220,0,0.0,0.0,0.0,0.0,871.8823519647121,931.5,11.704308362589206,3.650465843002271,0.03310045972466469,4.868761207995703,871.8823519647121,931.5,1.4579854905605316e-06
p171,C,1,dram_legacy,9121607139,0,0.0,0.0,0.0,0.0,954.5,447.5859119296074,10.82691532858702,4.521980673998823,0.039577025920152664,4.365979124995647,954.5,447.5859119296074,4.1601015254855156e-07
p172,C,1,finfet_45nm,9121615058,0,0.0,0.0,0.0,0.0,85.38307878375053,152.01455428637564,10.830438452489298,3.8510869670052994,0.01660838909447193,4.475317125004949,85.38307878375053,152.01455428637564,3.33995558321476e-07
p173,C,0,finfet_22nm,9121622977,0,0.0,0.0,0.0,0.0,847.9504917785525,926.1763187348843,8.830407396289147,-2.980339887498948,0.04838885739445686,4.370782125013648,847.9504917785525,926.1763187348843,3.7500285543501377e-07
p174,C,1,finfet_14nm,9121630896,0,0.0,0.0,0.0,0.0,698.0564704425633,491.5057134926319,10.45785251312233,-3.641951348501388,0.034327182918787,5.178820542001631,698.0564704425633,491.5057134926319,4.580069798976183e-07
p175,C,0,dram_1x,9121638815,0,0.0,0.0,0.0,0.0,630.6275618374348,596.4861503262073,11.311394932952737,-2.0924171915036593,0.022457502782344818,5.5263530839874875,630.6275618374348,596.4861503262073,4.1601015254855156e-07
p176,C,1,dram_1x,9121646734,0,0.0,0.0,0.0,0.0,498.9606215879321,129.68868002295494,10.732267943850223,-1.3167184270002523,0.007946589961647987,4.257597042014822,498.9606215879321,129.68868002295494,4.169996827840805e-07
p177,C,0,finfet_45nm,9121654653,0,0.0,0.0,0.0,0.0,842.7171887308359,452.70176857709885,9.496383172680714,2.3055728090000844,0.016398632898926735,6.835472875012783,844.9001625180244,452.70176857709885,4.999979864805937e-06
p178,C,1,finfet_22nm,9121662572,0,0.0,0.0,0.0,0.0,41.5,590.5,12.0,-0.2996894379984858,0.037934284657239914,10.100032124988502,41.5,590.5,1.500011421740055e-06
p179,C,0,dram_1x,9121670491,0,0.0,0.0,0.0,0.0,373.7106190621853,637.0602318644524,11.776260576441953,-0.8170289890017666,0.11943639814853668,6.0004742500022985,378.5,637.0602318644524,3.7497375160455704e-07
p180,C,1,finfet_28nm,9121678410,0,0.0,0.0,0.0,0.0,100.64640328288078,866.0135255074129,10.993116695105362,-1.6419513485013877,0.05872898921370506,7.512214250018587,100.64640328288078,866.0135255074129,4.169996827840805e-07
p181,D,1,finfet_22nm,9121686329,1,511.718,840.494,10.3,1.9,512.7529833763838,841.1594302356243,10.31308563890521,1.6072722464948268,0.7122724652290344,4.976286584016634,512.6795711070299,841.1594302356243,0.010165708023123443
p182,D,0,dram_dense,9121694248,1,489.435,777.625,10.61,-3.82,490.0338042676449,778.402792930603,10.602956348249517,-3.8097567425069396,0.7988102436065674,2.697888958005933,489.8173474371433,778.402792930603,0.01052991600590758
p183,D,1,finfet_10nm,9121702167,1,814.905,746.485,10.42,-0.97,815.1288115754724,747.0208226237446,10.431448518092516,-0.42693235899587817,0.22161729633808136,5.208211625023978,815.0637249425054,747.0208226237446,0.009220291016390547
p184,D,1,finfet_22nm,9121710086,1,744.716,871.787,11.5,0.39,745.1778196208179,872.3699947595596,11.632018094081102,0.17770876399966345,0.7864051461219788,2.4480877079768106,745.2131890654564,872.3699947595596,0.009958916023606434
p185,D,0,dram_1x,9121718005,1,297.855,909.981,9.07,3.13,298.3373862206936,910.4946971791796,9.046812563092935,3.10155281000757,0.9228203892707825,2.173215333983535,298.235400557518,910.4946971791796,0.01115649999701418
p186,D,0,dram_wide,9121725924,1,692.028,702.302,8.12,0.1,693.61771248281,702.9184052497149,8.091179907211819,-0.009903369994111635,0.9221949577331543,2.26478420800413,693.3199463188648,702.9184052497149,0.012014459003694355
p187,D,1,finfet_22nm,9121733843,1,570.238,115.682,9.07,4.39,570.2845524027944,116.2641337364912,9.081695134850138,4.3029416855008,0.9379344582557678,2.815183375001652,570.6021364107728,116.2641337364912,0.013978125003632158
p188,D,0,finfet_10nm,9121741762,1,475.631,777.374,11.37,-1.96,476.4219358228147,777.9087704718113,11.3730842387373,-1.7534075285030704,0.675291895866394,8.023936999990838,476.39520716667175,777.9087704718113,0.012111833988456056
p189,D,1,finfet_10nm,9121749681,1,212.258,598.379,11.03,-3.16,213.24901607632637,598.913521207869,11.0182788748048,-3.1003105620015137,0.8462509512901306,4.230000625015236,213.11565424501896,598.913521207869,0.012502583005698398
p190,D,1,finfet_10nm,9121757600,1,832.289,132.221,10.36,-2.21,832.8423055112362,132.8097115457058,10.31308563890521,-2.2806504495004627,0.4508717656135559,6.936779459007084,832.4128096401691,132.8097115457058,0.0097499169933144
p191,D,0,finfet_10nm,9121765519,1,882.208,850.094,9.35,2.04,882.2721493393183,850.8573553413153,9.338463379162116,2.113466179497939,0.9236147403717041,2.395342415984487,882.2628727555275,850.8573553413153,0.009958333015674725
p192,D,1,finfet_14nm,9121773438,1,909.571,214.816,8.93,4.14,909.3618467003107,215.36608964204788,8.953377007119471,4.045203596003701,0.8640222549438477,3.7437360000039916,910.1330904066563,215.36608964204788,0.009210000018356368
p193,D,1,dram_wide,9121781357,1,791.526,784.643,10.24,4.68,792.6517812350066,785.4067193120718,10.214813993333898,4.336999663504332,0.873555600643158,3.962877124984516,792.2185359299183,785.4067193120718,0.009453000006033108
p194,D,1,finfet_14nm,9121789276,1,254.592,872.084,9.13,-4.73,254.6919363439083,872.6726856529713,9.154441421072953,-4.6321946059944485,0.7904451489448547,4.169641000014963,254.60639369487762,872.6726856529713,0.014017042005434632
p195,D,2,dram_1x,9121797195,1,313.91,684.893,8.49,-1.65,314.2233368419111,685.488931841217,8.443505865099485,-1.8603692129963827,0.9362640380859375,3.705382499989355,313.8757449090481,685.488931841217,0.01597129099536687
p196,D,1,dram_dense,9121805114,1,525.026,909.908,9.53,-3.68,526.0429753065109,910.591399461031,9.523282005675426,-3.3947377530014298,0.8020323514938354,4.272294291993603,525.9103497564793,910.591399461031,0.014306249999208376
p197,D,1,dram_wide,9121813033,1,505.681,242.739,11.66,0.56,506.00586465001106,243.2307204157114,11.630196901586768,0.4800293254974345,0.9123325943946838,9.583168499986641,505.89889097958803,243.2307204157114,0.011695749999489635
p198,D,1,dram_dense,9121820952,1,909.37,324.927,8.93,-2.99,909.7426720680669,325.3520818352699,8.958899133456471,-3.0413302244983598,0.8934704065322876,3.9319422080006916,910.0214007217437,325.3520818352699,0.01467545799096115
p199,D,1,dram_wide,9121828871,1,752.74,839.019,10.4,-3.45,752.99446362257,839.5529340207577,10.450966077357066,-3.4275534829989067,0.8669186234474182,5.321077875007177,753.3025667518377,839.5529340207577,0.01086675000260584
p200,D,1,finfet_14nm,9121836790,1,568.396,834.996,9.75,-1.8,568.4600649774075,835.715472817421,9.811079407237006,-1.5390096630005887,0.8880874514579773,4.900280791014666,569.1812540888786,835.715472817421,0.010877833992708474
