pair_id,set,severity,architecture,source_group,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,secs,pre_x,pre_y
p135,B,2,dram_dense,9121322055,1,662.26,720.174,11.75,-3.83,662.9148067720234,720.6763839572668,11.76595744795567,-4.165942021996467,0.7520525455474854,5.175287416001083,662.5891527533531,720.6763839572668
p136,B,3,finfet_14nm,9121329974,1,507.9,204.857,11.0,2.0,508.21474488452077,205.38665279746056,11.114636820350938,2.1226017980018503,0.5278924107551575,4.959912333986722,507.5223594792187,205.38665279746056
p137,B,4,finfet_45nm,9121337893,1,214.374,466.317,12.0,2.0,214.28971682488918,466.6593934893608,12.0,1.5934955049953734,0.47670796513557434,6.118117250007344,214.28971682488918,466.6593934893608
p138,B,4,dram_1x,9121345812,1,372.747,740.749,11.5,2.0,372.45517330244184,741.4057016298175,11.481534787994292,1.9698153935018088,0.5316832661628723,5.6444559170049615,372.45517330244184,741.4057016298175
p139,B,1,finfet_45nm,9121353731,1,355.283,859.388,8.18,4.25,356.26331639289856,859.9507393240929,8.204677040769036,4.280650449500462,0.8458806872367859,2.387040166009683,355.7288658320904,859.9507393240929
p140,B,3,dram_1x,9121361650,1,818.118,839.903,10.0,-4.0,818.7405310422182,840.4263351336122,10.011099033699942,-4.2455874717488005,0.5707062482833862,5.27001162499073,818.7405310422182,840.4263351336122
p141,C,2,finfet_45nm,9121369569,0,0.0,0.0,0.0,0.0,539.9437117874622,507.4493797942996,10.145434023591633,-0.012387866006224824,0.011379166506230831,4.251447290997021,539.9437117874622,507.4493797942996
p142,C,0,finfet_10nm,9121377488,0,0.0,0.0,0.0,0.0,589.2558170258999,117.89662439376116,9.336530689631434,0.17832988800269192,0.022838786244392395,5.135950291994959,589.2558170258999,117.89662439376116
p143,C,0,finfet_14nm,9121385407,0,0.0,0.0,0.0,0.0,277.0536602512002,937.3535252213478,11.649805198665097,-2.4636214604986963,0.02804446965456009,5.0004900000058115,277.0536602512002,937.3535252213478
p144,C,1,finfet_45nm,9121393326,0,0.0,0.0,0.0,0.0,33.18637688698723,132.75538399353547,8.707970043506004,3.1003105620015137,0.0,5.598927291983273,33.18637688698723,132.75538399353547
p145,C,1,finfet_28nm,9121401245,0,0.0,0.0,0.0,0.0,137.1187548339367,574.44384136796,8.313177840013434,-0.3789510120057202,0.06286104768514633,7.926272875018185,137.1187548339367,574.44384136796
p146,C,0,dram_wide,9121409164,0,0.0,0.0,0.0,0.0,721.5402167439461,80.62297566235065,9.484739153169341,0.6990683139954575,0.04153000935912132,4.577682166011073,721.5402167439461,80.62297566235065
p147,C,2,finfet_10nm,9121417083,0,0.0,0.0,0.0,0.0,74.41885497421026,92.54912083595991,8.616103564738479,-1.5009316860045425,0.029215432703495026,3.8108246669871733,74.41885497421026,92.54912083595991
p148,C,0,dram_legacy,9121425002,0,0.0,0.0,0.0,0.0,200.00094893027563,162.4017145037651,10.90698283737722,1.2498447189992428,0.026085687801241875,5.904634917009389,200.00094893027563,162.4017145037651
p149,C,2,finfet_22nm,9121432921,0,0.0,0.0,0.0,0.0,31.430476132155476,276.10610690330464,11.691388836478886,3.2202812365040794,0.0,4.5798383750079665,31.430476132155476,276.10610690330464
p150,C,1,finfet_14nm,9121440840,0,0.0,0.0,0.0,0.0,944.2624996020044,992.3823010056425,11.851643484694822,-2.4891649440013457,0.0,5.549525750015164,944.2624996020044,992.3823010056425
p151,C,2,dram_compact,9121448759,0,0.0,0.0,0.0,0.0,692.7878375202417,353.8231186270714,11.386458114986144,-0.043961347997644756,0.07214335352182388,4.91228391599725,694.3297340273857,353.8231186270714
p152,C,1,finfet_28nm,9121456678,0,0.0,0.0,0.0,0.0,658.2650389671326,300.0371609404683,11.906011961573338,3.866873708001009,0.06422366946935654,4.94728854202549,658.2650389671326,300.0371609404683
p153,C,0,dram_wide,9121464597,0,0.0,0.0,0.0,0.0,486.92610812187195,556.0482929050922,11.628262379212492,1.694427190999916,0.04575510695576668,5.087008208007319,486.92610812187195,556.0482929050922
p154,C,1,dram_legacy,9121472516,0,0.0,0.0,0.0,0.0,857.4809376597404,500.3689889907837,10.839516261237511,-1.4701259555033228,0.014467413537204266,5.604096833994845,857.4809376597404,500.3689889907837
p155,C,0,dram_1x,9121480435,0,0.0,0.0,0.0,0.0,868.5869209393859,717.5,10.393723156359675,-4.333747416002018,0.06306447833776474,3.643560875003459,868.5869209393859,717.5
p156,C,2,dram_1x,9121488354,0,0.0,0.0,0.0,0.0,647.5971016809344,507.079136967659,12.0,0.22229123600033665,0.01400543749332428,5.601319749985123,647.5971016809344,507.079136967659
p157,C,0,dram_compact,9121496273,0,0.0,0.0,0.0,0.0,813.0226094387472,954.0,11.860005231122493,0.16130089900092515,0.0305902361869812,5.120557417016244,813.0226094387472,954.0
p158,C,1,finfet_22nm,9121504192,0,0.0,0.0,0.0,0.0,143.12021616846323,948.0656084269285,11.638322658769207,-3.83080573050122,0.09112052619457245,5.2518449159979355,143.12021616846323,948.0656084269285
p159,C,2,finfet_7nm,9121512111,0,0.0,0.0,0.0,0.0,1004.7346563502307,926.951674935229,11.708888238535804,4.988854381999832,0.0,2.049997499998426,1004.7346563502307,926.951674935229
p160,C,1,finfet_14nm,9121520030,0,0.0,0.0,0.0,0.0,952.0,416.06824704259634,10.120893502711777,-4.299689437998485,0.0398910753428936,5.147711083991453,952.0,416.06824704259634
p161,C,2,dram_wide,9121527949,0,0.0,0.0,0.0,0.0,359.50747813796625,84.32198363542557,8.872228258248676,-1.7495341569977292,0.050078973174095154,4.305890582996653,359.50747813796625,84.32198363542557
p162,C,2,finfet_28nm,9121535868,0,0.0,0.0,0.0,0.0,925.6116001101957,995.30461773723,11.885873876248844,-3.5108350559986543,0.0,5.919326665985864,925.6116001101957,995.30461773723
p163,C,0,dram_wide,9121543787,0,0.0,0.0,0.0,0.0,192.70223711431026,248.45893216133118,11.796257547712198,-0.05371809050458457,0.05588049441576004,6.000530791003257,192.70223711431026,248.45893216133118
p164,C,2,dram_1x,9121551706,0,0.0,0.0,0.0,0.0,942.1769304366808,992.5264921684203,11.698294835580553,-3.5679520214927236,0.0,5.095500041992636,942.1769304366808,992.5264921684203
p165,C,1,finfet_22nm,9121559625,0,0.0,0.0,0.0,0.0,672.7368548512459,433.7514086961746,11.641284505549491,-1.4911749434976025,0.01956980489194393,5.24893658401561,672.7368548512459,433.7514086961746
p166,C,2,finfet_10nm,9121567544,0,0.0,0.0,0.0,0.0,390.50755777955055,606.2651145160198,11.231633455125516,-3.710213931995626,0.030682258307933807,5.565317290980602,390.50755777955055,606.2651145160198
p167,C,1,finfet_10nm,9121575463,0,0.0,0.0,0.0,0.0,394.7632296383381,683.547724109143,12.0,0.9547964039962987,0.030027657747268677,5.4618629579781555,399.5389330089092,683.547724109143
p168,C,1,finfet_22nm,9121583382,0,0.0,0.0,0.0,0.0,806.0,101.7432881295681,12.0,-1.83080573050122,0.025865551084280014,4.8780742919771,806.0,101.7432881295681
p169,C,2,finfet_22nm,9121591301,0,0.0,0.0,0.0,0.0,840.1226532459259,329.4855685532093,12.0,-1.3547964039962987,0.05608449503779411,5.178054874995723,840.1226532459259,329.4855685532093
p170,C,2,finfet_22nm,9121599220,0,0.0,0.0,0.0,0.0,871.8823519647121,931.5,11.704308362589206,3.650465843002271,0.03310045972466469,4.868761207995703,871.8823519647121,931.5
p171,C,1,dram_legacy,9121607139,0,0.0,0.0,0.0,0.0,954.5,447.5859119296074,10.82691532858702,4.521980673998823,0.039577025920152664,4.365979124995647,954.5,447.5859119296074
p172,C,1,finfet_45nm,9121615058,0,0.0,0.0,0.0,0.0,85.38307878375053,152.01455428637564,10.830438452489298,3.8510869670052994,0.01660838909447193,4.475317125004949,85.38307878375053,152.01455428637564
p173,C,0,finfet_22nm,9121622977,0,0.0,0.0,0.0,0.0,847.9504917785525,926.1763187348843,8.830407396289147,-2.980339887498948,0.04838885739445686,4.370782125013648,847.9504917785525,926.1763187348843
p174,C,1,finfet_14nm,9121630896,0,0.0,0.0,0.0,0.0,698.0564704425633,491.5057134926319,10.45785251312233,-3.641951348501388,0.034327182918787,5.178820542001631,698.0564704425633,491.5057134926319
p175,C,0,dram_1x,9121638815,0,0.0,0.0,0.0,0.0,630.6275618374348,596.4861503262073,11.311394932952737,-2.0924171915036593,0.022457502782344818,5.5263530839874875,630.6275618374348,596.4861503262073
p176,C,1,dram_1x,9121646734,0,0.0,0.0,0.0,0.0,498.9606215879321,129.68868002295494,10.732267943850223,-1.3167184270002523,0.007946589961647987,4.257597042014822,498.9606215879321,129.68868002295494
p177,C,0,finfet_45nm,9121654653,0,0.0,0.0,0.0,0.0,842.7171887308359,452.70176857709885,9.496383172680714,2.3055728090000844,0.016398632898926735,6.835472875012783,844.9001625180244,452.70176857709885
p178,C,1,finfet_22nm,9121662572,0,0.0,0.0,0.0,0.0,41.5,590.5,12.0,-0.2996894379984858,0.037934284657239914,10.100032124988502,41.5,590.5
p179,C,0,dram_1x,9121670491,0,0.0,0.0,0.0,0.0,373.7106190621853,637.0602318644524,11.776260576441953,-0.8170289890017666,0.11943639814853668,6.0004742500022985,378.5,637.0602318644524
p180,C,1,finfet_28nm,9121678410,0,0.0,0.0,0.0,0.0,100.64640328288078,866.0135255074129,10.993116695105362,-1.6419513485013877,0.05872898921370506,7.512214250018587,100.64640328288078,866.0135255074129
p181,D,1,finfet_22nm,9121686329,1,511.718,840.494,10.3,1.9,512.3321789652109,841.1594302356243,10.31308563890521,1.6072722464948268,0.7122724652290344,4.976286584016634,512.6795711070299,841.1594302356243
p182,D,0,dram_dense,9121694248,1,489.435,777.625,10.61,-3.82,490.28999242186546,778.402792930603,10.602956348249517,-3.8097567425069396,0.7988102436065674,2.697888958005933,489.8173474371433,778.402792930603
p183,D,1,finfet_10nm,9121702167,1,814.905,746.485,10.42,-0.97,814.6754282191396,747.0208226237446,10.431448518092516,-0.42693235899587817,0.22161729633808136,5.208211625023978,815.0637249425054,747.0208226237446
p184,D,1,finfet_22nm,9121710086,1,744.716,871.787,11.5,0.39,745.136622466147,872.3699947595596,11.632018094081102,0.17770876399966345,0.7864051461219788,2.4480877079768106,745.2131890654564,872.3699947595596
p185,D,0,dram_1x,9121718005,1,297.855,909.981,9.07,3.13,298.54761415719986,910.4946971791796,9.046812563092935,3.10155281000757,0.9228203892707825,2.173215333983535,298.235400557518,910.4946971791796
p186,D,0,dram_wide,9121725924,1,692.028,702.302,8.12,0.1,693.37181442976,702.9184052497149,8.091179907211819,-0.009903369994111635,0.9221949577331543,2.26478420800413,693.3199463188648,702.9184052497149
p187,D,1,finfet_22nm,9121733843,1,570.238,115.682,9.07,4.39,570.5057232156396,116.2641337364912,9.081695134850138,4.3029416855008,0.9379344582557678,2.815183375001652,570.6021364107728,116.2641337364912
p188,D,0,finfet_10nm,9121741762,1,475.631,777.374,11.37,-1.96,476.3743156827986,777.9087704718113,11.3730842387373,-1.7534075285030704,0.675291895866394,8.023936999990838,476.39520716667175,777.9087704718113
p189,D,1,finfet_10nm,9121749681,1,212.258,598.379,11.03,-3.16,213.44310601055622,598.913521207869,11.0182788748048,-3.1003105620015137,0.8462509512901306,4.230000625015236,213.11565424501896,598.913521207869
p190,D,1,finfet_10nm,9121757600,1,832.289,132.221,10.36,-2.21,833.0689936876297,132.8097115457058,10.31308563890521,-2.2806504495004627,0.4508717656135559,6.936779459007084,832.4128096401691,132.8097115457058
p191,D,0,finfet_10nm,9121765519,1,882.208,850.094,9.35,2.04,882.3081913813949,850.8573553413153,9.338463379162116,2.113466179497939,0.9236147403717041,2.395342415984487,882.2628727555275,850.8573553413153
p192,D,1,finfet_14nm,9121773438,1,909.571,214.816,8.93,4.14,909.2885140627623,215.36608964204788,8.953377007119471,4.045203596003701,0.8640222549438477,3.7437360000039916,910.1330904066563,215.36608964204788
p193,D,1,dram_wide,9121781357,1,791.526,784.643,10.24,4.68,792.2197289505275,785.4067193120718,10.214813993333898,4.336999663504332,0.873555600643158,3.962877124984516,792.2185359299183,785.4067193120718
p194,D,1,finfet_14nm,9121789276,1,254.592,872.084,9.13,-4.73,254.94986549019814,872.6726856529713,9.154441421072953,-4.6321946059944485,0.7904451489448547,4.169641000014963,254.60639369487762,872.6726856529713
p195,D,2,dram_1x,9121797195,1,313.91,684.893,8.49,-1.65,314.2153418660164,685.488931841217,8.443505865099485,-1.8603692129963827,0.9362640380859375,3.705382499989355,313.8757449090481,685.488931841217
p196,D,1,dram_dense,9121805114,1,525.026,909.908,9.53,-3.68,526.3153546154499,910.591399461031,9.523282005675426,-3.3947377530014298,0.8020323514938354,4.272294291993603,525.9103497564793,910.591399461031
p197,D,1,dram_wide,9121813033,1,505.681,242.739,11.66,0.56,506.0770589187741,243.2307204157114,11.630196901586768,0.4800293254974345,0.9123325943946838,9.583168499986641,505.89889097958803,243.2307204157114
p198,D,1,dram_dense,9121820952,1,909.37,324.927,8.93,-2.99,909.7290256042033,325.3520818352699,8.958899133456471,-3.0413302244983598,0.8934704065322876,3.9319422080006916,910.0214007217437,325.3520818352699
p199,D,1,dram_wide,9121828871,1,752.74,839.019,10.4,-3.45,753.0005528479815,839.5529340207577,10.450966077357066,-3.4275534829989067,0.8669186234474182,5.321077875007177,753.3025667518377,839.5529340207577
p200,D,1,finfet_14nm,9121836790,1,568.396,834.996,9.75,-1.8,568.4001330882311,835.715472817421,9.811079407237006,-1.5390096630005887,0.8880874514579773,4.900280791014666,569.1812540888786,835.715472817421
